x,y,t,Run
0.90458786,0.72397727,0.0,0
0.8181834,0.60183144,0.05,0
0.772937,0.4993825,0.1,0
0.76009095,0.41448152,0.15,0
0.77208465,0.34448156,0.2,0
0.8028637,0.28679848,0.25,0
0.84778404,0.2391439,0.3,0
0.9033783,0.19958578,0.35,0
0.96710944,0.1665327,0.4,0
1.0371587,0.13869144,0.45,0
1.1122569,0.11501858,0.5,0
1.1915573,0.094675824,0.55,0
1.2745401,0.07699126,0.6000000000000001,0
1.3609432,0.061427265,0.65,0
1.4507147,0.047554534,0.7000000000000001,0
1.5439773,0.035031345,0.75,0
1.6410072,0.02358736,0.8,0
1.7422221,0.013011181,0.8500000000000001,0
1.8481759,0.0031413669,0.9,0
1.9595618,-0.006139668,0.95,0
2.077219,-0.014908741,1.0,0
2.2021449,-0.023202196,1.05,0
2.3355136,-0.031013,1.1,0
2.4786873,-0.038284067,1.15,0
2.6332371,-0.04489742,1.2000000000000002,0
2.8009436,-0.050657976,1.25,0
2.9837852,-0.055271443,1.3,0
3.183884,-0.0583158,1.35,0
3.4033842,-0.059207574,1.4,0
3.6442297,-0.057166647,1.4500000000000002,0
3.9077861,-0.051187813,1.5,0
4.194292,-0.040032342,1.55,0
4.5021553,-0.022255322,1.6,0
4.827223,0.003720143,1.65,0
5.162274,0.039489184,1.7000000000000002,0
5.4970093,0.08653726,1.75,0
5.818683,0.14613557,1.8,0
6.1132474,0.21927652,1.85,0
6.3666673,0.30663845,1.9,0
6.566112,0.4085543,1.95,0
6.7008543,0.5249544,2.0,0
6.7629294,0.6552768,2.0500000000000003,0
6.747614,0.7983389,2.1,0
6.6537657,0.9521742,2.15,0
6.4840326,1.113833,2.2,0
6.2448626,1.2791694,2.25,0
5.9462876,1.4426475,2.3000000000000003,0
5.6013207,1.5973037,2.35,0
5.2247148,1.7350855,2.4000000000000004,0
4.830864,1.8477391,2.45,0
4.4312296,1.9280922,2.5,0
4.032522,1.9710948,2.5500000000000003,0
3.6367626,1.9740804,2.6,0
3.2432044,1.9363782,2.6500000000000004,0
2.851227,1.858918,2.7,0
2.4632347,1.7443717,2.75,0
2.0867805,1.597889,2.8000000000000003,0
1.7347852,1.427911,2.85,0
1.422892,1.2460647,2.9000000000000004,0
1.1645404,1.0653226,2.95,0
0.96645427,0.8968932,3.0,0
0.82741237,0.7477715,3.0500000000000003,0
0.74042076,0.6204019,3.1,0
0.69605225,0.5139924,3.1500000000000004,0
0.68497485,0.42613497,3.2,0
0.69918174,0.3539409,3.25,0
0.7323086,0.29463282,3.3000000000000003,0
0.7795103,0.24577603,3.35,0
0.83719426,0.20532995,3.4000000000000004,0
0.9027477,0.1716238,3.45,0
0.9743076,0.14330514,3.5,0
1.0505788,0.119286746,3.5500000000000003,0
1.1306988,0.09869752,3.6,0
1.2141365,0.080840714,3.65,0
1.300618,0.06516009,3.7,0
1.3900787,0.051211666,3.75,0
1.4826233,0.038642112,3.8,0
1.5785054,0.027171379,3.85,0
1.6781124,0.016579408,3.9,0
1.7819582,0.006696391,3.95,0
1.8906872,-0.0026043742,4.0,0
2.0050783,-0.011410427,4.05,0
2.1260548,-0.01977138,4.1000000000000005,0
2.2547047,-0.027697843,4.15,0
2.3922896,-0.03515606,4.2,0
2.5402737,-0.04205989,4.25,0
2.7003238,-0.048257034,4.3,0
2.8743148,-0.053510483,4.3500000000000005,0
3.0643065,-0.057473563,4.4,0
3.2724552,-0.059658594,4.45,0
3.5008693,-0.05940196,4.5,0
3.7513118,-0.055830024,4.55,0
4.0247602,-0.04783729,4.6000000000000005,0
4.32079,-0.034090586,4.65,0
4.636818,-0.013076062,4.7,0
4.967451,0.016808968,4.75,0
5.304136,0.05713068,4.800000000000001,0
5.635422,0.10929682,4.8500000000000005,0
5.9478536,0.17446992,4.9,0
6.227208,0.25351465,4.95,0
6.45982,0.34697264,5.0,0
